"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Westbrook School District","900781680","2011-2012","Students with Disabilities","Suspensions","Percent","7.0"
"Westbrook School District","900781680","2012-2013","Students with Disabilities","Suspensions","Percent","8.3"
"Westbrook School District","900781680","2013-2014","Students with Disabilities","Suspensions","Percent","6.5"
"Westbrook School District","900781680","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Weston School District","900183430","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Weston School District","900183430","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Weston School District","900183430","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Weston School District","900183430","2012-2013","Students with Disabilities","Suspensions","Percent","4.0"
"Weston School District","900183430","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Weston School District","900183430","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Weston School District","900183430","2015-2016","Students with Disabilities","Suspensions","Percent","6.3"
"Weston School District","900183430","2016-2017","Students with Disabilities","Suspensions","Percent","5.8"
"Weston School District","900183430","2017-2018","Students with Disabilities","Suspensions","Percent","7.5"
"Westport School District","900183500","2009-2010","Students with Disabilities","Suspensions","Percent","4.1"
"Westport School District","900183500","2010-2011","Students with Disabilities","Suspensions","Percent","4.7"
"Westport School District","900183500","2011-2012","Students with Disabilities","Suspensions","Percent","3.7"
"Westport School District","900183500","2012-2013","Students with Disabilities","Suspensions","Percent","2.4"
"Westport School District","900183500","2013-2014","Students with Disabilities","Suspensions","Percent","3.9"
"Westport School District","900183500","2014-2015","Students with Disabilities","Suspensions","Percent","5.2"
"Westport School District","900183500","2015-2016","Students with Disabilities","Suspensions","Percent","3.7"
"Westport School District","900183500","2016-2017","Students with Disabilities","Suspensions","Percent","4.3"
"Westport School District","900183500","2017-2018","Students with Disabilities","Suspensions","Percent","5.4"
"Wethersfield School District","900384900","2009-2010","Students with Disabilities","Suspensions","Percent","7.7"
"Wethersfield School District","900384900","2010-2011","Students with Disabilities","Suspensions","Percent","7.4"
"Wethersfield School District","900384900","2011-2012","Students with Disabilities","Suspensions","Percent","6.5"
"Wethersfield School District","900384900","2012-2013","Students with Disabilities","Suspensions","Percent","8.8"
"Wethersfield School District","900384900","2013-2014","Students with Disabilities","Suspensions","Percent","6.5"
"Wethersfield School District","900384900","2014-2015","Students with Disabilities","Suspensions","Percent","7.4"
"Wethersfield School District","900384900","2015-2016","Students with Disabilities","Suspensions","Percent","9.7"
"Wethersfield School District","900384900","2016-2017","Students with Disabilities","Suspensions","Percent","7.3"
"Wethersfield School District","900384900","2017-2018","Students with Disabilities","Suspensions","Percent","7.5"
"Willington School District","","2009-2010","Students with Disabilities","Suspensions","Percent","10.3"
"Willington School District","","2010-2011","Students with Disabilities","Suspensions","Percent","9.2"
"Willington School District","","2011-2012","Students with Disabilities","Suspensions","Percent","7.1"
"Willington School District","","2012-2013","Students with Disabilities","Suspensions","Percent","7.2"
"Willington School District","","2013-2014","Students with Disabilities","Suspensions","Percent","6.8"
"Willington School District","","2014-2015","Students with Disabilities","Suspensions","Percent","9.5"
"Willington School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Willington School District","","2016-2017","Students with Disabilities","Suspensions","Percent","9.3"
"Willington School District","","2017-2018","Students with Disabilities","Suspensions","Percent","11.6"
"Wilton School District","900186370","2009-2010","Students with Disabilities","Suspensions","Percent","2.5"
"Wilton School District","900186370","2010-2011","Students with Disabilities","Suspensions","Percent","5.4"
"Wilton School District","900186370","2011-2012","Students with Disabilities","Suspensions","Percent","2.9"
"Wilton School District","900186370","2012-2013","Students with Disabilities","Suspensions","Percent","2.0"
"Wilton School District","900186370","2013-2014","Students with Disabilities","Suspensions","Percent","2.0"
"Wilton School District","900186370","2014-2015","Students with Disabilities","Suspensions","Percent","2.5"
"Wilton School District","900186370","2015-2016","Students with Disabilities","Suspensions","Percent","2.9"
"Wilton School District","900186370","2016-2017","Students with Disabilities","Suspensions","Percent","2.4"
"Wilton School District","900186370","2017-2018","Students with Disabilities","Suspensions","Percent","2.4"
"Winchester School District","900586440","2009-2010","Students with Disabilities","Suspensions","Percent","5.6"
"Winchester School District","900586440","2010-2011","Students with Disabilities","Suspensions","Percent","9.1"
"Winchester School District","900586440","2011-2012","Students with Disabilities","Suspensions","Percent","4.4"
"Winchester School District","900586440","2012-2013","Students with Disabilities","Suspensions","Percent","8.1"
"Winchester School District","900586440","2013-2014","Students with Disabilities","Suspensions","Percent","7.8"
"Winchester School District","900586440","2014-2015","Students with Disabilities","Suspensions","Percent","4.7"
"Winchester School District","900586440","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Winchester School District","900586440","2016-2017","Students with Disabilities","Suspensions","Percent","10.0"
"Winchester School District","900586440","2017-2018","Students with Disabilities","Suspensions","Percent","10.4"
"Windham School District","901586790","2009-2010","Students with Disabilities","Suspensions","Percent","25.8"
"Windham School District","901586790","2010-2011","Students with Disabilities","Suspensions","Percent","28.5"
"Windham School District","901586790","2011-2012","Students with Disabilities","Suspensions","Percent","26.5"
"Windham School District","901586790","2012-2013","Students with Disabilities","Suspensions","Percent","29.7"
"Windham School District","901586790","2013-2014","Students with Disabilities","Suspensions","Percent","27.8"
"Windham School District","901586790","2014-2015","Students with Disabilities","Suspensions","Percent","23.4"
"Windham School District","901586790","2015-2016","Students with Disabilities","Suspensions","Percent","23.2"
"Windham School District","901586790","2016-2017","Students with Disabilities","Suspensions","Percent","15.5"
"Windham School District","901586790","2017-2018","Students with Disabilities","Suspensions","Percent","20.6"
"Windsor Locks School District","900387070","2009-2010","Students with Disabilities","Suspensions","Percent","7.8"
"Windsor Locks School District","900387070","2010-2011","Students with Disabilities","Suspensions","Percent","10.3"
"Windsor Locks School District","900387070","2011-2012","Students with Disabilities","Suspensions","Percent","8.7"
"Windsor Locks School District","900387070","2012-2013","Students with Disabilities","Suspensions","Percent","11.6"
"Windsor Locks School District","900387070","2013-2014","Students with Disabilities","Suspensions","Percent","10.4"
"Windsor Locks School District","900387070","2014-2015","Students with Disabilities","Suspensions","Percent","12.9"
"Windsor Locks School District","900387070","2015-2016","Students with Disabilities","Suspensions","Percent","12.1"
